Date,Decimal Date,Average,Interpolated,Trend,Number of Days
1/03/1958,1958.208,315.71,315.71,314.62,-1
1/04/1958,1958.292,317.45,317.45,315.29,-1
1/05/1958,1958.375,317.5,317.5,314.71,-1
1/06/1958,1958.458,-99.99,317.1,314.85,-1
1/07/1958,1958.542,315.86,315.86,314.98,-1
1/08/1958,1958.625,314.93,314.93,315.94,-1
1/09/1958,1958.708,313.2,313.2,315.91,-1
1/10/1958,1958.792,-99.99,312.66,315.61,-1
1/11/1958,1958.875,313.33,313.33,315.31,-1
1/12/1958,1958.958,314.67,314.67,315.61,-1
1/01/1959,1959.042,315.62,315.62,315.7,-1
1/02/1959,1959.125,316.38,316.38,315.88,-1
1/03/1959,1959.208,316.71,316.71,315.62,-1
1/04/1959,1959.292,317.72,317.72,315.56,-1
1/05/1959,1959.375,318.29,318.29,315.5,-1
1/06/1959,1959.458,318.15,318.15,315.92,-1
1/07/1959,1959.542,316.54,316.54,315.66,-1
1/08/1959,1959.625,314.8,314.8,315.81,-1
1/09/1959,1959.708,313.84,313.84,316.55,-1
1/10/1959,1959.792,313.26,313.26,316.19,-1
1/11/1959,1959.875,314.8,314.8,316.78,-1
1/12/1959,1959.958,315.58,315.58,316.52,-1
1/01/1960,1960.042,316.43,316.43,316.51,-1
1/02/1960,1960.125,316.97,316.97,316.47,-1
1/03/1960,1960.208,317.58,317.58,316.49,-1
1/04/1960,1960.292,319.02,319.02,316.86,-1
1/05/1960,1960.375,320.03,320.03,317.24,-1
1/06/1960,1960.458,319.59,319.59,317.36,-1
1/07/1960,1960.542,318.18,318.18,317.3,-1
1/08/1960,1960.625,315.91,315.91,316.92,-1
1/09/1960,1960.708,314.16,314.16,316.87,-1
1/10/1960,1960.792,313.83,313.83,316.76,-1
1/11/1960,1960.875,315,315,316.98,-1
1/12/1960,1960.958,316.19,316.19,317.13,-1
1/01/1961,1961.042,316.93,316.93,317.03,-1
1/02/1961,1961.125,317.7,317.7,317.28,-1
1/03/1961,1961.208,318.54,318.54,317.47,-1
1/04/1961,1961.292,319.48,319.48,317.27,-1
1/05/1961,1961.375,320.58,320.58,317.7,-1
1/06/1961,1961.458,319.77,319.77,317.48,-1
1/07/1961,1961.542,318.57,318.57,317.7,-1
1/08/1961,1961.625,316.79,316.79,317.8,-1
1/09/1961,1961.708,314.8,314.8,317.49,-1
1/10/1961,1961.792,315.38,315.38,318.35,-1
1/11/1961,1961.875,316.1,316.1,318.13,-1
1/12/1961,1961.958,317.01,317.01,317.94,-1
1/01/1962,1962.042,317.94,317.94,318.06,-1
1/02/1962,1962.125,318.56,318.56,318.11,-1
1/03/1962,1962.208,319.68,319.68,318.57,-1
1/04/1962,1962.292,320.63,320.63,318.45,-1
1/05/1962,1962.375,321.01,321.01,318.2,-1
1/06/1962,1962.458,320.55,320.55,318.27,-1
1/07/1962,1962.542,319.58,319.58,318.67,-1
1/08/1962,1962.625,317.4,317.4,318.48,-1
1/09/1962,1962.708,316.26,316.26,319.03,-1
1/10/1962,1962.792,315.42,315.42,318.33,-1
1/11/1962,1962.875,316.69,316.69,318.62,-1
1/12/1962,1962.958,317.69,317.69,318.61,-1
1/01/1963,1963.042,318.74,318.74,318.91,-1
1/02/1963,1963.125,319.08,319.08,318.68,-1
1/03/1963,1963.208,319.86,319.86,318.69,-1
1/04/1963,1963.292,321.39,321.39,319.09,-1
1/05/1963,1963.375,322.25,322.25,319.39,-1
1/06/1963,1963.458,321.47,321.47,319.16,-1
1/07/1963,1963.542,319.74,319.74,318.77,-1
1/08/1963,1963.625,317.77,317.77,318.83,-1
1/09/1963,1963.708,316.21,316.21,319.06,-1
1/10/1963,1963.792,315.99,315.99,319,-1
1/11/1963,1963.875,317.12,317.12,319.1,-1
1/12/1963,1963.958,318.31,318.31,319.25,-1
1/01/1964,1964.042,319.57,319.57,319.67,-1
1/02/1964,1964.125,-99.99,320.07,319.61,-1
1/03/1964,1964.208,-99.99,320.73,319.55,-1
1/04/1964,1964.292,-99.99,321.77,319.48,-1
1/05/1964,1964.375,322.25,322.25,319.42,-1
1/06/1964,1964.458,321.89,321.89,319.69,-1
1/07/1964,1964.542,320.44,320.44,319.58,-1
1/08/1964,1964.625,318.7,318.7,319.81,-1
1/09/1964,1964.708,316.7,316.7,319.56,-1
1/10/1964,1964.792,316.79,316.79,319.78,-1
1/11/1964,1964.875,317.79,317.79,319.72,-1
1/12/1964,1964.958,318.71,318.71,319.59,-1
1/01/1965,1965.042,319.44,319.44,319.48,-1
1/02/1965,1965.125,320.44,320.44,319.97,-1
1/03/1965,1965.208,320.89,320.89,319.65,-1
1/04/1965,1965.292,322.13,322.13,319.8,-1
1/05/1965,1965.375,322.16,322.16,319.36,-1
1/06/1965,1965.458,321.87,321.87,319.65,-1
1/07/1965,1965.542,321.39,321.39,320.51,-1
1/08/1965,1965.625,318.81,318.81,319.93,-1
1/09/1965,1965.708,317.81,317.81,320.68,-1
1/10/1965,1965.792,317.3,317.3,320.36,-1
1/11/1965,1965.875,318.87,318.87,320.87,-1
1/12/1965,1965.958,319.42,319.42,320.26,-1
1/01/1966,1966.042,320.62,320.62,320.63,-1
1/02/1966,1966.125,321.59,321.59,321.1,-1
1/03/1966,1966.208,322.39,322.39,321.16,-1
1/04/1966,1966.292,323.87,323.87,321.51,-1
1/05/1966,1966.375,324.01,324.01,321.18,-1
1/06/1966,1966.458,323.75,323.75,321.52,-1
1/07/1966,1966.542,322.39,322.39,321.49,-1
1/08/1966,1966.625,320.37,320.37,321.5,-1
1/09/1966,1966.708,318.64,318.64,321.54,-1
1/10/1966,1966.792,318.1,318.1,321.18,-1
1/11/1966,1966.875,319.79,319.79,321.84,-1
1/12/1966,1966.958,321.08,321.08,321.95,-1
1/01/1967,1967.042,322.07,322.07,322.07,-1
1/02/1967,1967.125,322.5,322.5,321.94,-1
1/03/1967,1967.208,323.04,323.04,321.72,-1
1/04/1967,1967.292,324.42,324.42,322.05,-1
1/05/1967,1967.375,325,325,322.27,-1
1/06/1967,1967.458,324.09,324.09,321.94,-1
1/07/1967,1967.542,322.55,322.55,321.66,-1
1/08/1967,1967.625,320.92,320.92,322.04,-1
1/09/1967,1967.708,319.31,319.31,322.19,-1
1/10/1967,1967.792,319.31,319.31,322.36,-1
1/11/1967,1967.875,320.72,320.72,322.78,-1
1/12/1967,1967.958,321.96,321.96,322.86,-1
1/01/1968,1968.042,322.57,322.57,322.55,-1
1/02/1968,1968.125,323.15,323.15,322.56,-1
1/03/1968,1968.208,323.89,323.89,322.59,-1
1/04/1968,1968.292,325.02,325.02,322.73,-1
1/05/1968,1968.375,325.57,325.57,322.87,-1
1/06/1968,1968.458,325.36,325.36,323.2,-1
1/07/1968,1968.542,324.14,324.14,323.25,-1
1/08/1968,1968.625,322.03,322.03,323.15,-1
1/09/1968,1968.708,320.41,320.41,323.31,-1
1/10/1968,1968.792,320.25,320.25,323.32,-1
1/11/1968,1968.875,321.31,321.31,323.32,-1
1/12/1968,1968.958,322.84,322.84,323.69,-1
1/01/1969,1969.042,324,324,323.98,-1
1/02/1969,1969.125,324.42,324.42,323.89,-1
1/03/1969,1969.208,325.64,325.64,324.41,-1
1/04/1969,1969.292,326.66,326.66,324.35,-1
1/05/1969,1969.375,327.34,327.34,324.57,-1
1/06/1969,1969.458,326.76,326.76,324.63,-1
1/07/1969,1969.542,325.88,325.88,325.08,-1
1/08/1969,1969.625,323.67,323.67,324.8,-1
1/09/1969,1969.708,322.38,322.38,325.28,-1
1/10/1969,1969.792,321.78,321.78,324.84,-1
1/11/1969,1969.875,322.85,322.85,324.78,-1
1/12/1969,1969.958,324.11,324.11,324.88,-1
1/01/1970,1970.042,325.03,325.03,325.04,-1
1/02/1970,1970.125,325.99,325.99,325.42,-1
1/03/1970,1970.208,326.87,326.87,325.69,-1
1/04/1970,1970.292,328.13,328.13,325.86,-1
1/05/1970,1970.375,328.07,328.07,325.27,-1
1/06/1970,1970.458,327.66,327.66,325.52,-1
1/07/1970,1970.542,326.35,326.35,325.51,-1
1/08/1970,1970.625,324.69,324.69,325.76,-1
1/09/1970,1970.708,323.1,323.1,325.93,-1
1/10/1970,1970.792,323.16,323.16,326.15,-1
1/11/1970,1970.875,323.98,323.98,325.96,-1
1/12/1970,1970.958,325.13,325.13,326.06,-1
1/01/1971,1971.042,326.17,326.17,326.25,-1
1/02/1971,1971.125,326.68,326.68,326.1,-1
1/03/1971,1971.208,327.18,327.18,325.94,-1
1/04/1971,1971.292,327.78,327.78,325.47,-1
1/05/1971,1971.375,328.92,328.92,326.11,-1
1/06/1971,1971.458,328.57,328.57,326.4,-1
1/07/1971,1971.542,327.34,327.34,326.45,-1
1/08/1971,1971.625,325.46,325.46,326.49,-1
1/09/1971,1971.708,323.36,323.36,326.19,-1
1/10/1971,1971.792,323.57,323.57,326.58,-1
1/11/1971,1971.875,324.8,324.8,326.82,-1
1/12/1971,1971.958,326.01,326.01,327.02,-1
1/01/1972,1972.042,326.77,326.77,326.85,-1
1/02/1972,1972.125,327.63,327.63,327.04,-1
1/03/1972,1972.208,327.75,327.75,326.53,-1
1/04/1972,1972.292,329.72,329.72,327.42,-1
1/05/1972,1972.375,330.07,330.07,327.23,-1
1/06/1972,1972.458,329.09,329.09,326.92,-1
1/07/1972,1972.542,328.05,328.05,327.2,-1
1/08/1972,1972.625,326.32,326.32,327.37,-1
1/09/1972,1972.708,324.93,324.93,327.76,-1
1/10/1972,1972.792,325.06,325.06,328.06,-1
1/11/1972,1972.875,326.5,326.5,328.5,-1
1/12/1972,1972.958,327.55,327.55,328.55,-1
1/01/1973,1973.042,328.54,328.54,328.58,-1
1/02/1973,1973.125,329.56,329.56,328.86,-1
1/03/1973,1973.208,330.3,330.3,328.99,-1
1/04/1973,1973.292,331.5,331.5,329.14,-1
1/05/1973,1973.375,332.48,332.48,329.62,-1
1/06/1973,1973.458,332.07,332.07,329.94,-1
1/07/1973,1973.542,330.87,330.87,330.05,-1
1/08/1973,1973.625,329.31,329.31,330.42,-1
1/09/1973,1973.708,327.51,327.51,330.45,-1
1/10/1973,1973.792,327.18,327.18,330.23,-1
1/11/1973,1973.875,328.16,328.16,330.16,-1
1/12/1973,1973.958,328.64,328.64,329.66,-1
1/01/1974,1974.042,329.35,329.35,329.45,-1
1/02/1974,1974.125,330.71,330.71,330.12,-1
1/03/1974,1974.208,331.48,331.48,330.2,-1
1/04/1974,1974.292,332.65,332.65,330.26,-1
1/05/1974,1974.375,333.2,333.2,330.27,14
1/06/1974,1974.458,332.16,332.16,329.94,26
1/07/1974,1974.542,331.07,331.07,330.23,24
1/08/1974,1974.625,329.12,329.12,330.26,27
1/09/1974,1974.708,327.32,327.32,330.28,24
1/10/1974,1974.792,327.28,327.28,330.36,24
1/11/1974,1974.875,328.3,328.3,330.28,27
1/12/1974,1974.958,329.58,329.58,330.55,28
1/01/1975,1975.042,330.73,330.73,330.89,29
1/02/1975,1975.125,331.46,331.46,330.93,26
1/03/1975,1975.208,331.9,331.9,330.54,18
1/04/1975,1975.292,333.17,333.17,330.67,25
1/05/1975,1975.375,333.94,333.94,330.98,28
1/06/1975,1975.458,333.45,333.45,331.2,26
1/07/1975,1975.542,331.98,331.98,331.12,24
1/08/1975,1975.625,329.95,329.95,331.11,24
1/09/1975,1975.708,328.5,328.5,331.48,23
1/10/1975,1975.792,328.35,328.35,331.46,12
1/11/1975,1975.875,329.37,329.37,331.41,19
1/12/1975,1975.958,-99.99,330.59,331.6,0
1/01/1976,1976.042,331.59,331.59,331.79,20
1/02/1976,1976.125,332.75,332.75,332.2,22
1/03/1976,1976.208,333.52,333.52,332.05,20
1/04/1976,1976.292,334.64,334.64,332.13,19
1/05/1976,1976.375,334.77,334.77,331.84,22
1/06/1976,1976.458,334,334,331.65,17
1/07/1976,1976.542,333.06,333.06,332.14,16
1/08/1976,1976.625,330.68,330.68,331.88,23
1/09/1976,1976.708,328.95,328.95,331.94,13
1/10/1976,1976.792,328.75,328.75,331.92,20
1/11/1976,1976.875,330.15,330.15,332.29,25
1/12/1976,1976.958,331.62,331.62,332.66,20
1/01/1977,1977.042,332.66,332.66,332.76,24
1/02/1977,1977.125,333.13,333.13,332.51,19
1/03/1977,1977.208,334.95,334.95,333.35,23
1/04/1977,1977.292,336.13,336.13,333.51,21
1/05/1977,1977.375,336.93,336.93,333.98,20
1/06/1977,1977.458,336.17,336.17,333.8,22
1/07/1977,1977.542,334.88,334.88,334.02,21
1/08/1977,1977.625,332.56,332.56,333.91,18
1/09/1977,1977.708,331.29,331.29,334.36,19
1/10/1977,1977.792,331.27,331.27,334.52,23
1/11/1977,1977.875,332.41,332.41,334.64,21
1/12/1977,1977.958,333.6,333.6,334.61,26
1/01/1978,1978.042,334.95,334.95,335.01,22
1/02/1978,1978.125,335.25,335.25,334.58,25
